SKU;UPC;ProductName;Description;Price;Category;Attribute;MetaTitle;MetaDescription;MetaKeywords;Qty;Stock;Managestock;BaseImage;Weight;is_processed;Manufacturer;YOW_SKU
BELTHMATC;8,41248E+11;Fusion Hardware BELTHMATC THERMOSTATIC VALVE AND TRIM - BELLA VILLA - ANTIQUE COPPER;"Infused with a centuries old love of beauty. Bella Villa adds a Mediterranean warmth, with simplistic function and superior artistic craftsmanship.<br><ul><li>Solid Brass handles</li><li>Flow Rate: 12.7 gpm at 50 psi</li><li>1/2"" - 14 NPT Connection with 3/4"" Valve Cartridge</li><li>Rough valve can be sent seperatly upon request</li></ul>";461,173125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469991
GARTHMBRN;8,41248E+11;Fusion Hardware GARTHMBRN THERMOSTATIC SHOWER VALVE, TRIM & CONTROL LEVER -  GARDEN TRELLIS - BRUSHED NICKEL;"With accents reminniscent of latticework or jungle rattan, Garden Trellis allows one to achieve a memorable and vivid interior design concept of many forms.<br><ul><li>Solid Brass handles</li><li>Flow Rate: 12.7 gpm at 50 psi</li><li>1/2"" - 14 NPT Connection with 3/4"" Valve Cartridge</li><li>Rough valve can be sent seperatly upon request</li></ul>";424,42925;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470020
CPAHFTMDB;8,41248E+11;Fusion Hardware CPAHFTMDB TUB/SHOWER CONTROL VALVE, TRIM & CONTROL LEVER - CAPE ANNE - MEDIUM BRONZE;"Cape Anne offers a warm and familiar "" New England"" style. With its crisply forged details and extended spout its capable of enriching a variety of bath and kitchen environments.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>";224,9625;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470063
CPAHFTORB;8,41248E+11;Fusion Hardware CPAHFTORB TUB/SHOWER CONTROL VALVE, TRIM & CONTROL LEVER - CAPE ANNE - OIL RUBBED BRONZE;"Cape Anne offers a warm and familiar "" New England"" style. With its crisply forged details and extended spout its capable of enriching a variety of bath and kitchen environments.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>";224,9625;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470064
SONTHMORB;8,41248E+11;Fusion Hardware SONTHMORB THERMOSTATIC SHOWER VALVE, TRIM & CONTROL LEVER - SONOMA - OIL RUBBED BRONZE;"Whether you desire a ""Mission"" or "" Arts and Crafts"" theme, Sonoma has the lines and architectural detailing to harmonize your décor down to the pinned mortise and tenon joints.<br><ul><li>Solid Brass handles</li><li>Flow Rate: 12.7 gpm at 50 psi</li><li>1/2"" - 14 NPT Connection with 3/4"" Valve Cartridge</li><li>Rough valve can be sent seperatly upon request</li></ul>";459,673375;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470035
CTBHFSORB;8,41248E+11;Fusion Hardware CTBHFSORB SHOWER CONTROL VALVE, TRIM & CONTROL LEVER - CONTEMPORARY BRONZE - OIL RUBBED BRONZE;Memorable style is often driven from the harmonizing of widely known concepts. Contemporary Bronze blends the functional contemporary form with the warmth of earthen bronze tones.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>;192,717875;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470067
SONHFTORB;8,41248E+11;Fusion Hardware SONHFTORB TUB/SHOWER CONTROL VALVE, TRIM & CONTROL LEVER - SONOMA - OIL RUBBED BRONZE;"Whether you desire a ""Mission"" or "" Arts and Crafts"" theme, Sonoma has the lines and architectural detailing to harmonize your décor down to the pinned mortise and tenon joints.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>";250,45825;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470148
CTBHFTORB;8,41248E+11;Fusion Hardware CTBHFTORB TUB/SHOWER CONTROL VALVE, TRIM & CONTROL LEVER - CONTEMPORARY BRONZE - OIL RUBBED BRONZE;Memorable style is often driven from the harmonizing of widely known concepts. Contemporary Bronze blends the functional contemporary form with the warmth of earthen bronze tones.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>;222,712875;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470070
BELHFSATC;8,41248E+11;Fusion Hardware BELHFSATC SHOWER CONTROL HIGH-FLOW VALVE WITH TRIM & LEVER - BELLA VILLA -ANTIQUE COPPER;Infused with a centuries old love of beauty. Bella Villa adds a Mediterranean warmth, with simplistic function and superior artistic craftsmanship.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>;224,212625;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470046
CPAHFSBRN;8,41248E+11;Fusion Hardware CPAHFSBRN SHOWER CONTROL HIGH FLOW VALVE WITH TRIM & LEVER - CAPE ANNE- BRUSHED NICKEL;"Cape Anne offers a warm and familiar "" New England"" style. With its crisply forged details and extended spout its capable of enriching a variety of bath and kitchen environments.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>";190,46825;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470058
CPAHFSORB;8,41248E+11;Fusion Hardware CPAHFSORB SHOWER CONTROL HIGH FLOW VALVE WITH TRIM & LEVER - CAPE ANNE- OIL RUBBED BRONZE;"Cape Anne offers a warm and familiar "" New England"" style. With its crisply forged details and extended spout its capable of enriching a variety of bath and kitchen environments.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>";190,46825;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470060
BELTHMMDB;8,41248E+11;Fusion Hardware BELTHMMDB THERMOSTATIC SHOWER VALVE, TRIM & CONTROL LEVER - BELLA VILLA - MEDIUM BRONZE;"Infused with a centuries old love of beauty. Bella Villa adds a Mediterranean warmth, with simplistic function and superior artistic craftsmanship.<br><ul><li>Solid Brass handles</li><li>Flow Rate: 12.7 gpm at 50 psi</li><li>1/2"" - 14 NPT Connection with 3/4"" Valve Cartridge</li><li>Rough valve can be sent seperatly upon request</li></ul>";461,173125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469992
MANTHMPLC;8,41248E+11;Fusion Hardware MANTHMPLC THERMOSTATIC SHOWER VALVE, TRIM & CONTROL LEVER - MANHATTAN - POLISHED CHROME;"Tall and sleek like the skyline itself, the products of the Manhattan Theme are a formal addition to any progressive design concept.<br><ul><li>Solid Brass handles</li><li>Flow Rate: 12.7 gpm at 50 psi</li><li>1/2"" - 14 NPT Connection with 3/4"" Valve Cartridge</li><li>Rough valve can be sent seperatly upon request</li></ul>";437,927;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470025
CPATHMMDB;8,41248E+11;Fusion Hardware CPATHMMDB THERMOSTATIC SHOWER VALVE, TRIM & CONTROL LEVER -CAPE ANNE - MEDIUM BRONZE;"Cape Anne offers a warm and familiar "" New England"" style. With its crisply forged details and extended spout its capable of enriching a variety of bath and kitchen environments.<br><ul><li>Solid Brass handles</li><li>Flow Rate: 12.7 gpm at 50 psi</li><li>1/2"" - 14 NPT Connection with 3/4"" Valve Cartridge</li><li>Rough valve can be sent seperatly upon request</li></ul>";411,681375;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470006
CDMTHMBRN;8,41248E+11;Fusion Hardware CDMTHMBRN THERMOSTATIC SHOWER VALVE, TRIM & CONTROL LEVER -CORONA DEL MAR - BRUSHED NICKEL;"Corona Del Mar is a fresh adaptation of a traditional ""J"" spout design. Designed to offer great flexibility by supporting a number of interior concepts with two level options and scaled to support a broad range of installation needs.<br><ul><li>Solid Brass handles</li><li>Flow Rate: 12.7 gpm at 50 psi</li><li>1/2"" - 14 NPT Connection with 3/4"" Valve Cartridge</li><li>Rough valve can be sent seperatly upon request</li></ul>";411,681375;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470012
BORHFSATC;8,41248E+11;Fusion Hardware BORHFSATC SHOWER CONTROL HIGH FLOW VALVE WITH TRIM & LEVER - BORDEAUX- ANTIQUE COPPER ;The French Country inspired Bordeaux. Theme group allows one to truly complete an impactful interior design concept in this popular style.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>;212,9645;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470050
BELHFSMDB;8,41248E+11;Fusion Hardware BELHFSMDB SHOWER CONTROL HIGH-FLOW VALVE WITH  TRIM & LEVER - BELLA VILLA -MEDIUM BRONZE;Infused with a centuries old love of beauty. Bella Villa adds a Mediterranean warmth, with simplistic function and superior artistic craftsmanship.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>;224,212625;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470044
MANHFTPLC;8,41248E+11;Fusion Hardware MANHFTPLC TUB/SHOWER CONTROL VALVE, TRIM & CONTROL LEVER - MANHATTAN - POLISHED CHROME;Tall and sleek like the skyline itself, the products of the Manhattan Theme are a formal addition to any progressive design concept.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>;222,712875;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470088
SONHFSORB;8,41248E+11;Fusion Hardware SONHFSORB SHOWER CONTROL HIGH FLOW VALVE & TRIM WITH LEVER - SONOMA - OIL RUBBED BRONZE;"Whether you desire a ""Mission"" or "" Arts and Crafts"" theme, Sonoma has the lines and architectural detailing to harmonize your décor down to the pinned mortise and tenon joints.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>";221,963;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470144
CDMTHMORB;8,41248E+11;Fusion Hardware CDMTHMORB THERMOSTATIC SHOWER VALVE, TRIM & CONTROL LEVER -CORONA DEL MAR - OIL RUBBED BRONZE;"Corona Del Mar is a fresh adaptation of a traditional ""J"" spout design. Designed to offer great flexibility by supporting a number of interior concepts with two level options and scaled to support a broad range of installation needs.<br><ul><li>Solid Brass handles</li><li>Flow Rate: 12.7 gpm at 50 psi</li><li>1/2"" - 14 NPT Connection with 3/4"" Valve Cartridge</li><li>Rough valve can be sent seperatly upon request</li></ul>";411,681375;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470015
MANHFSPLC;8,41248E+11;Fusion Hardware MANHFSPLC SHOWER CONTROL HIGH FLOW VALVE WITH TRIM & LEVER - MANHATTAN - POLISHED CHROME;Tall and sleek like the skyline itself, the products of the Manhattan Theme are a formal addition to any progressive design concept.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>;192,717875;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470086
CDMHFSORB;8,41248E+11;Fusion Hardware CDMHFSORB SHOWER CONTROL HIGH FLOW VALVE WITH TRIM & LEVER - CORONA DEL MAR- OIL RUBBED BRONZE;"Corona Del Mar is a fresh adaptation of a traditional ""J"" spout design. Designed to offer great flexibility by supporting a number of interior concepts with two level options and scaled to support a broad range of installation needs.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>";190,46825;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470074
BELVCVMDB;8,41248E+11;Fusion Hardware BELVCVMDB VOLUME CONTROL VALVE, TRIM & LEVER - BELLA VILLA - MEDIUM BRONZE;Infused with a centuries old love of beauty. Bella Villa adds a Mediterranean warmth, with simplistic function and superior artistic craftsmanship.<br><ul><li>Solid Brass with Matching Trim and Handle</li><li>Virtually no loss in Flow Volume from Valve</li><li>Ceramic Cartridge for Smooth and Sure Operation</li></ul>;161,223125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469995
BORVCVATC;8,41248E+11;Fusion Hardware BORVCVATC VOLUME CONTROL VALVE, TRIM & LEVER - BORDEAUX - ANTIQUE COPPER;The French Country inspired Bordeaux. Theme group allows one to truly complete an impactful interior design concept in this popular style.<br><ul><li>Solid Brass with Matching Trim and Handle</li><li>Virtually no loss in Flow Volume from Valve</li><li>Ceramic Cartridge for Smooth and Sure Operation</li></ul>;152,9745;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470000
MANVCVBRN;8,41248E+11;Fusion Hardware MANVCVBRN VOLUME CONTROL VALVE, TRIM & LEVER - MANHATTAN - BRUSHED NICKEL;Tall and sleek like the skyline itself, the products of the Manhattan Theme are a formal addition to any progressive design concept.<br><ul><li>Solid Brass with Matching Trim and Handle</li><li>Virtually no loss in Flow Volume from Valve</li><li>Ceramic Cartridge for Smooth and Sure Operation</li></ul>;140,226625;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470026
CDMVCVORB;8,41248E+11;Fusion Hardware CDMVCVORB VOLUME CONTROL VALVE, TRIM & LEVER - CORONA DEL MAR - OIL RUBBED BRONZE;"Corona Del Mar is a fresh adaptation of a traditional ""J"" spout design. Designed to offer great flexibility by supporting a number of interior concepts with two level options and scaled to support a broad range of installation needs.<br><ul><li>Solid Brass with Matching Trim and Handle</li><li>Virtually no loss in Flow Volume from Valve</li><li>Ceramic Cartridge for Smooth and Sure Operation</li></ul>";139,47675;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470019
STCHFTDKB;8,41248E+11;Fusion Hardware STCHFTDKB TUB/SHOWER CONTROL VALVE, TRIM & CONTROL LEVER - ST CHARLES - DARK BRONZE;"A classic interpretation of the French Gothic style. St. Charles has the detailing of ""Fleur de Lys"" in authentic period bronze finish for a romantic and compelling design statement.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>";240,709875;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470152
GARHFTORB;8,41248E+11;Fusion Hardware GARHFTORB TUB/SHOWER CONTROL HIGH FLOW VALVE, TRIM & CONTROL LEVER - GARDEN TRELLIS - OIL RUBBED BRONZE;With accents reminniscent of latticework or jungle rattan, Garden Trellis allows one to achieve a memorable and vivid interior design concept of many forms.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>;236,9605;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470083
CDMHFTORB;8,41248E+11;Fusion Hardware CDMHFTORB TUB/SHOWER CONTROL VALVE, TRIM & CONTROL LEVER - CORONA DEL MAR - OIL RUBBED BRONZE;"Corona Del Mar is a fresh adaptation of a traditional ""J"" spout design. Designed to offer great flexibility by supporting a number of interior concepts with two level options and scaled to support a broad range of installation needs.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>";224,9625;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470079
CDMHFTBRN;8,41248E+11;Fusion Hardware CDMHFTBRN TUB/SHOWER CONTROL VALVE, TRIM & CONTROL LEVER - CORONA DEL MAR - BRUSHED NICKEL;"Corona Del Mar is a fresh adaptation of a traditional ""J"" spout design. Designed to offer great flexibility by supporting a number of interior concepts with two level options and scaled to support a broad range of installation needs.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>";224,9625;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470075
SONHFSMDB;8,41248E+11;Fusion Hardware SONHFSMDB SHOWER CONTROL HIGH FLOW VALVE & TRIM WITH LEVER - SONOMA -MEDIUM BRONZE;"Whether you desire a ""Mission"" or "" Arts and Crafts"" theme, Sonoma has the lines and architectural detailing to harmonize your décor down to the pinned mortise and tenon joints.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>";221,963;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470146
BORHFSATP;8,41248E+11;Fusion Hardware BORHFSATP SHOWER CONTROL HIGH FLOW VALVE WITH TRIM & LEVER - BORDEAUX- ANTIQUE PEWTER;The French Country inspired Bordeaux. Theme group allows one to truly complete an impactful interior design concept in this popular style.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>;212,9645;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470051
BORHFSORB;8,41248E+11;Fusion Hardware BORHFSORB SHOWER CONTROL HIGH FLOW VALVE WITHTRIM & LEVER - BORDEAUX- OIL RUBBED BRONZE;The French Country inspired Bordeaux. Theme group allows one to truly complete an impactful interior design concept in this popular style.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>;212,9645;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470052
BELHFTATC;8,41248E+11;Fusion Hardware BELHFTATC TUB/SHOWER CONTROL HIGH FLOW  VALVE, TRIM & CONTROL LEVER - BELLA VILLA - ANTIQUE COPPER;Infused with a centuries old love of beauty. Bella Villa adds a Mediterranean warmth, with simplistic function and superior artistic craftsmanship.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>;250,45825;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470047
CPAHFSMDB;8,41248E+11;Fusion Hardware CPAHFSMDB SHOWER CONTROL HIGH FLOW VALVE WITH TRIM & LEVER - CAPE ANNE- MEDIUM BRONZE;"Cape Anne offers a warm and familiar "" New England"" style. With its crisply forged details and extended spout its capable of enriching a variety of bath and kitchen environments.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>";190,46825;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470059
CDMHFSBRN;8,41248E+11;Fusion Hardware CDMHFSBRN SHOWER CONTROL HIGH FLOW VALVE WITH TRIM & LEVER - CORONA DEL MAR- BRUSHED NICKEL;"Corona Del Mar is a fresh adaptation of a traditional ""J"" spout design. Designed to offer great flexibility by supporting a number of interior concepts with two level options and scaled to support a broad range of installation needs.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>";190,46825;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470071
SONVCVORB;8,41248E+11;Fusion Hardware SONVCVORB VOLUME CONTROL VALVE, TRIM & LEVER - SONOMA - OIL RUBBED BRONZE;"Whether you desire a ""Mission"" or "" Arts and Crafts"" theme, Sonoma has the lines and architectural detailing to harmonize your décor down to the pinned mortise and tenon joints.<br><ul><li>Solid Brass with Matching Trim and Handle</li><li>Virtually no loss in Flow Volume from Valve</li><li>Ceramic Cartridge for Smooth and Sure Operation</li></ul>";163,47275;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470037
CDMVCVBRN;8,41248E+11;Fusion Hardware CDMVCVBRN VOLUME CONTROL VALVE, TRIM & LEVER - CORONA DEL MAR - BRUSHED NICKEL;"Corona Del Mar is a fresh adaptation of a traditional ""J"" spout design. Designed to offer great flexibility by supporting a number of interior concepts with two level options and scaled to support a broad range of installation needs.<br><ul><li>Solid Brass with Matching Trim and Handle</li><li>Virtually no loss in Flow Volume from Valve</li><li>Ceramic Cartridge for Smooth and Sure Operation</li></ul>";139,47675;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470017
CPAVCVORB;8,41248E+11;Fusion Hardware CPAVCVORB VOLUME CONTROL VALVE, TRIM & LEVER - CAPE ANNE - OIL RUBBED BRONZE;"Cape Anne offers a warm and familiar "" New England"" style. With its crisply forged details and extended spout its capable of enriching a variety of bath and kitchen environments.<br><ul><li>Solid Brass with Matching Trim and Handle</li><li>Virtually no loss in Flow Volume from Valve</li><li>Ceramic Cartridge for Smooth and Sure Operation</li></ul>";139,47675;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470011
MANHFSBRN;8,41248E+11;Fusion Hardware MANHFSBRN SHOWER CONTROL HIGH FLOW VALVE WITH TRIM & LEVER - MANHATTAN - BRUSHED NICKEL;Tall and sleek like the skyline itself, the products of the Manhattan Theme are a formal addition to any progressive design concept.<br><ul><li>High Flow rate of 7.5 gpm from the valve at 60 psi</li><li>Anti-scald protection</li><li>1 Lever control of temperature and flow</li><li>Integral stops for ease of valve accessibility</li><li>Ultra Quiet Cartridge provides precise control of flow</li></ul>;192,717875;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470085
CDMVCVMDB;8,41248E+11;Fusion Hardware CDMVCVMDB VOLUME CONTROL VALVE, TRIM & LEVER - CORONA DEL MAR - MEDIUM BRONZE;"Corona Del Mar is a fresh adaptation of a traditional ""J"" spout design. Designed to offer great flexibility by supporting a number of interior concepts with two level options and scaled to support a broad range of installation needs.<br><ul><li>Solid Brass with Matching Trim and Handle</li><li>Virtually no loss in Flow Volume from Valve</li><li>Ceramic Cartridge for Smooth and Sure Operation</li></ul>";139,47675;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470018
GARTHMORB;8,41248E+11;Fusion Hardware GARTHMORB THERMOSTATIC SHOWER VALVE, TRIM & CONTROL LEVER -  GARDEN TRELLIS - OIL RUBBED BRONZE;"With accents reminniscent of latticework or jungle rattan, Garden Trellis allows one to achieve a memorable and vivid interior design concept of many forms.<br><ul><li>Solid Brass handles</li><li>Flow Rate: 12.7 gpm at 50 psi</li><li>1/2"" - 14 NPT Connection with 3/4"" Valve Cartridge</li><li>Rough valve can be sent seperatly upon request</li></ul>";424,42925;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470021
GARVCVBRN;8,41248E+11;Fusion Hardware GARVCVBRN VOLUME CONTROL VALVE, TRIM & LEVER - GARDEN TRELLIS - BRUSHED NICKEL;With accents reminniscent of latticework or jungle rattan, Garden Trellis allows one to achieve a memorable and vivid interior design concept of many forms.<br><ul><li>Solid Brass with Matching Trim and Handle</li><li>Virtually no loss in Flow Volume from Valve</li><li>Ceramic Cartridge for Smooth and Sure Operation</li></ul>;143,226125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470022
GARVCVORB;8,41248E+11;Fusion Hardware GARVCVORB VOLUME CONTROL VALVE, TRIM & LEVER - GARDEN TRELLIS - OIL RUBBED BRONZE;With accents reminniscent of latticework or jungle rattan, Garden Trellis allows one to achieve a memorable and vivid interior design concept of many forms.<br><ul><li>Solid Brass with Matching Trim and Handle</li><li>Virtually no loss in Flow Volume from Valve</li><li>Ceramic Cartridge for Smooth and Sure Operation</li></ul>;143,226125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470023
MANTHMBRN;8,41248E+11;Fusion Hardware MANTHMBRN THERMOSTATIC SHOWER VALVE, TRIM & CONTROL LEVER - MANHATTAN - BRUSHED NICKEL;"Tall and sleek like the skyline itself, the products of the Manhattan Theme are a formal addition to any progressive design concept.<br><ul><li>Solid Brass handles</li><li>Flow Rate: 12.7 gpm at 50 psi</li><li>1/2"" - 14 NPT Connection with 3/4"" Valve Cartridge</li><li>Rough valve can be sent seperatly upon request</li></ul>";437,927;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470024
MANVCVPLC;8,41248E+11;Fusion Hardware MANVCVPLC VOLUME CONTROL VALVE, TRIM & LEVER - MANHATTAN - POLISHED CHROME;Tall and sleek like the skyline itself, the products of the Manhattan Theme are a formal addition to any progressive design concept.<br><ul><li>Solid Brass with Matching Trim and Handle</li><li>Virtually no loss in Flow Volume from Valve</li><li>Ceramic Cartridge for Smooth and Sure Operation</li></ul>;140,226625;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470027
RIVTHMDKB;8,41248E+11;Fusion Hardware RIVTHMDKB THERMOSTATIC SHOWER VALVE, TRIM & LEVER - RIVER ROCK - DARK BRONZE;"Drawing from the natural beauty of earthen elements, River Rock offers the unique styling of individual hand cast elements to complete a strong yet tranquil design theme.<br><ul><li>Solid Brass handles</li><li>Flow Rate: 12.7 gpm at 50 psi</li><li>1/2"" - 14 NPT Connection with 3/4"" Valve Cartridge</li><li>Rough valve can be sent seperatly upon request</li></ul>";454,42425;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470028
BELVCVATC;8,41248E+11;Fusion Hardware BELVCVATC VOLUME CONTROL VALVE, TRIM & LEVER - BELLA VILLA - ANTIQUE COPPER;Infused with a centuries old love of beauty. Bella Villa adds a Mediterranean warmth, with simplistic function and superior artistic craftsmanship.<br><ul><li>Solid Brass with Matching Trim and Handle</li><li>Virtually no loss in Flow Volume from Valve</li><li>Ceramic Cartridge for Smooth and Sure Operation</li></ul>;161,223125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469994
